event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
9671,28381,Hydra Loop,34.02,32,0.413,MagRail,Health,59.0,2032-04-24 14:52:50,HydroGrid,0,0.22
9672,73038,Neon Habitat,29.2,95,1.051,E-Bike,Shopping,85.6,2032-03-28 15:09:35,HydroGrid,0,0.39
9673,68939,Solaris Sector,27.84,26,4.5,Walk,Delivery,70.5,2032-02-14 14:34:55,Wind,0,0.48
9674,87046,Neon Habitat,21.53,140,3.914,Walk,Leisure,56.6,2032-12-16 08:44:08,Solar,0,0.11
9675,37820,Hydra Loop,32.99,51,1.868,MagRail,Work,53.0,2032-05-27 19:03:48,Solar,0,0.28
9676,77866,AeroTech District,24.74,106,0.948,MagRail,Health,52.0,2032-02-24 21:13:58,FusionCell,0,0.51
9677,96638,Neon Habitat,28.38,123,3.661,MagRail,Leisure,75.7,2032-03-19 23:51:01,Solar,0,0.22
9678,85709,Quantum Bay,28.68,82,0.962,HoverCab,Commute,80.0,2032-09-22 18:47:35,FusionCell,0,0.45
9679,63883,Solaris Sector,28.48,136,7.109,HyperLoop,Delivery,88.4,2032-12-10 11:48:07,Solar,0,0.87
9680,20271,Quantum Bay,23.71,123,0.54,HyperLoop,Work,70.5,2032-11-04 11:22:22,HydroGrid,0,0.39
9681,40582,Hydra Loop,31.93,171,2.351,E-Bike,Commute,62.2,2032-03-05 12:15:03,Wind,0,0.57
9682,98004,Neon Habitat,31.8,167,2.548,MagRail,Work,57.6,2032-08-14 13:57:43,Solar,0,0.67
9683,11897,Neon Habitat,30.79,148,5.822,HyperLoop,Commute,59.7,2032-07-22 13:28:39,Solar,0,0.74
9684,92268,Hydra Loop,36.08,125,1.573,Walk,Health,55.0,2032-08-07 18:10:11,Wind,0,0.2
9685,75497,AeroTech District,29.98,104,1.839,HyperLoop,Commute,69.6,2032-03-21 22:21:28,Wind,0,0.49
9686,76291,Neon Habitat,29.47,67,6.863,HoverCab,Delivery,64.6,2032-09-28 01:26:56,Wind,0,0.41
9687,93105,Hydra Loop,27.53,139,0.856,Walk,Work,88.4,2032-04-29 03:39:09,FusionCell,0,0.72
9688,57677,Quantum Bay,35.71,111,0.861,E-Bike,Shopping,51.5,2032-07-29 09:38:16,Wind,0,0.78
9689,61340,Solaris Sector,26.09,61,4.122,HyperLoop,Health,69.6,2032-08-06 10:11:12,Wind,0,0.9
9690,10633,AeroTech District,28.47,124,2.123,HoverCab,Commute,57.9,2032-07-11 21:37:12,HydroGrid,0,0.23
9691,56206,AeroTech District,23.38,55,0.175,HoverCab,Commute,51.5,2032-07-10 05:53:53,FusionCell,0,0.68
9692,50636,Hydra Loop,28.32,91,1.147,HyperLoop,Health,59.2,2032-01-14 17:26:38,Solar,0,0.7
9693,73489,Neon Habitat,26.64,102,0.238,Walk,Delivery,67.1,2032-06-12 16:16:49,Solar,0,0.5
9694,90128,Neon Habitat,31.5,174,2.509,Walk,Shopping,74.2,2032-04-03 12:24:01,HydroGrid,0,0.49
9695,41260,Solaris Sector,32.34,177,2.855,HoverCab,Shopping,59.6,2032-02-23 13:45:56,Wind,0,0.91
9696,58766,Quantum Bay,29.56,134,4.337,Walk,Health,56.4,2032-01-24 16:56:12,Solar,0,0.28
9697,29466,Quantum Bay,28.91,117,0.917,Walk,Delivery,56.5,2032-05-18 12:53:35,FusionCell,0,0.51
9698,70460,Quantum Bay,32.72,147,4.026,HyperLoop,Commute,69.5,2032-02-06 16:59:39,Solar,0,0.39
9699,67085,Hydra Loop,31.38,93,1.586,Walk,Leisure,72.9,2032-01-01 05:36:49,HydroGrid,0,0.11
9700,62151,AeroTech District,28.14,95,9.156,HyperLoop,Leisure,56.6,2032-10-06 12:41:02,FusionCell,0,0.83
9701,66627,Hydra Loop,30.35,61,0.731,E-Bike,Health,48.8,2032-05-26 07:10:06,Wind,0,0.77
9702,27211,Neon Habitat,20.89,30,6.724,HoverCab,Commute,74.2,2032-06-13 04:15:51,Wind,0,0.62
9703,39499,AeroTech District,30.53,84,2.286,HyperLoop,Leisure,67.3,2032-01-14 09:18:21,Solar,0,0.97
9704,61192,AeroTech District,26.06,140,2.608,HoverCab,Commute,70.5,2032-05-20 14:41:10,Wind,0,0.16
9705,91283,Neon Habitat,25.04,59,2.31,E-Bike,Leisure,78.6,2032-01-17 05:02:00,Solar,0,0.82
9706,85985,AeroTech District,24.2,29,0.576,Walk,Work,56.1,2032-03-22 21:25:00,FusionCell,0,0.11
9707,39917,Neon Habitat,26.98,91,1.086,E-Bike,Work,64.1,2032-01-29 19:20:28,Solar,0,0.13
9708,76231,Neon Habitat,24.81,126,8.864,HyperLoop,Health,76.6,2032-01-08 01:00:38,Solar,0,0.85
9709,76692,Solaris Sector,31.49,28,2.744,MagRail,Work,63.4,2032-11-25 14:32:57,Solar,0,0.54
9710,35840,Quantum Bay,37.26,100,3.169,HoverCab,Health,51.9,2032-07-03 08:32:25,Wind,0,0.53
9711,37221,Neon Habitat,33.72,175,0.909,HoverCab,Leisure,65.8,2032-04-12 06:09:50,Solar,0,0.69
9712,21478,Solaris Sector,32.81,167,0.73,HoverCab,Commute,68.3,2032-09-10 23:43:54,HydroGrid,0,0.19
9713,98502,Neon Habitat,21.7,98,4.814,E-Bike,Leisure,61.3,2032-08-26 14:43:47,FusionCell,0,0.97
9714,71940,Hydra Loop,30.7,38,1.237,HoverCab,Health,68.5,2032-09-14 11:08:02,Solar,0,0.4
9715,43083,Quantum Bay,29.91,167,2.985,Walk,Shopping,62.7,2032-01-08 20:52:07,HydroGrid,0,0.28
9716,12836,Quantum Bay,30.88,95,0.12,Walk,Leisure,49.0,2032-06-20 10:49:15,FusionCell,0,0.52
9717,17267,Quantum Bay,27.2,166,2.297,HoverCab,Health,65.9,2032-01-05 11:32:20,FusionCell,0,0.42
9718,93813,Neon Habitat,23.37,162,2.286,HyperLoop,Commute,74.8,2032-11-12 08:30:22,Solar,0,0.9
9719,76210,AeroTech District,25.56,42,2.909,Walk,Work,74.5,2032-12-29 01:04:00,Solar,0,0.45
9720,49415,Neon Habitat,34.53,69,5.922,MagRail,Work,76.8,2032-12-17 09:10:26,HydroGrid,0,0.45
9721,58476,Quantum Bay,35.26,99,1.164,MagRail,Health,63.9,2032-07-19 01:26:47,HydroGrid,0,0.69
9722,90316,AeroTech District,35.77,158,2.119,HoverCab,Delivery,62.4,2032-11-12 08:43:14,Solar,0,0.65
9723,53605,Neon Habitat,31.37,159,2.801,HoverCab,Commute,83.7,2032-05-24 14:40:40,Solar,0,0.51
9724,21600,AeroTech District,34.64,23,1.917,HoverCab,Delivery,68.2,2032-05-21 13:10:58,FusionCell,0,0.81
9725,85540,Neon Habitat,28.8,116,1.777,Walk,Work,51.3,2032-10-26 18:01:15,FusionCell,0,0.86
9726,45330,Solaris Sector,23.79,140,2.583,HyperLoop,Commute,78.8,2032-05-20 04:04:45,HydroGrid,0,0.79
9727,99435,Solaris Sector,25.29,117,5.044,HoverCab,Health,68.4,2032-11-25 23:10:56,HydroGrid,1,0.77
9728,56461,Solaris Sector,28.02,134,4.736,E-Bike,Leisure,65.7,2032-06-26 11:26:36,Wind,0,0.7
9729,84571,Solaris Sector,27.58,106,1.703,E-Bike,Work,61.5,2032-12-06 00:45:58,Wind,0,0.93
9730,18865,Quantum Bay,34.74,167,1.644,HyperLoop,Leisure,82.5,2032-07-24 02:15:20,Solar,0,0.6
9731,19722,Solaris Sector,27.69,82,1.516,MagRail,Commute,55.9,2032-02-29 16:29:29,HydroGrid,1,0.21
9732,53944,Hydra Loop,23.78,95,0.198,HoverCab,Commute,68.8,2032-03-21 13:24:29,Wind,0,0.21
9733,95967,AeroTech District,26.3,94,4.562,Walk,Health,72.0,2032-02-07 01:17:22,Solar,0,0.98
9734,13976,AeroTech District,25.53,55,0.701,E-Bike,Work,58.2,2032-08-26 13:24:42,Wind,0,0.14
9735,47303,Solaris Sector,34.31,178,0.979,MagRail,Commute,59.1,2032-03-29 00:55:38,Wind,0,0.41
9736,68366,Quantum Bay,26.46,175,2.852,HyperLoop,Delivery,59.6,2032-11-30 22:59:40,HydroGrid,0,0.68
9737,23579,Hydra Loop,30.54,98,5.357,Walk,Health,71.3,2032-12-11 08:18:50,HydroGrid,0,0.17
9738,81389,Quantum Bay,30.32,118,3.354,MagRail,Shopping,65.5,2032-11-22 15:30:24,Solar,0,0.38
9739,53944,Neon Habitat,25.8,115,0.93,E-Bike,Delivery,65.1,2032-06-28 14:10:00,HydroGrid,0,0.43
9740,49916,Neon Habitat,33.79,148,1.303,MagRail,Leisure,70.6,2032-05-04 01:42:36,Solar,0,0.97
9741,15745,Neon Habitat,29.84,147,4.655,HyperLoop,Commute,81.9,2032-09-14 06:12:19,FusionCell,0,0.17
9742,60650,Quantum Bay,34.06,81,0.689,Walk,Health,73.4,2032-07-12 08:16:25,Wind,0,0.4
9743,27349,Neon Habitat,29.51,151,3.7,HyperLoop,Delivery,61.9,2032-04-13 17:51:59,FusionCell,0,0.51
9744,87075,Quantum Bay,28.75,25,0.959,MagRail,Leisure,73.6,2032-05-12 19:25:35,FusionCell,0,0.94
9745,52829,AeroTech District,27.16,66,1.354,Walk,Work,62.1,2032-01-13 20:31:21,Wind,0,0.52
9746,81706,Neon Habitat,26.66,125,0.185,E-Bike,Shopping,66.4,2032-01-21 17:53:50,HydroGrid,0,0.66
9747,88976,Quantum Bay,26.83,63,0.778,Walk,Shopping,62.8,2032-08-02 08:31:32,FusionCell,0,0.84
9748,18766,AeroTech District,30.2,45,2.627,MagRail,Delivery,55.7,2032-10-02 08:42:27,Solar,0,0.95
9749,58521,AeroTech District,29.89,56,4.615,Walk,Leisure,76.9,2032-12-08 16:50:26,HydroGrid,0,0.17
9750,83529,Quantum Bay,26.28,131,3.16,MagRail,Delivery,64.8,2032-05-07 23:28:48,Solar,0,0.83
9751,41263,Hydra Loop,30.57,62,1.853,MagRail,Commute,62.1,2032-07-21 13:23:05,Wind,0,0.11
9752,66691,Quantum Bay,24.63,65,0.974,HoverCab,Delivery,69.5,2032-10-09 07:45:36,HydroGrid,0,0.89
9753,57660,Solaris Sector,28.51,97,1.871,E-Bike,Leisure,79.8,2032-05-31 09:01:32,Solar,0,1.0
9754,19794,Hydra Loop,31.26,135,10.63,Walk,Commute,63.6,2032-03-29 13:46:37,Solar,0,0.57
9755,96991,AeroTech District,24.98,94,11.086,HoverCab,Work,57.6,2032-04-11 09:19:02,HydroGrid,0,0.81
9756,54728,Neon Habitat,33.83,40,5.114,HoverCab,Delivery,72.0,2032-09-05 01:03:14,FusionCell,0,0.55
9757,82799,AeroTech District,28.75,128,4.315,HyperLoop,Shopping,76.3,2032-01-27 10:22:30,FusionCell,0,0.36
9758,89562,Quantum Bay,26.81,28,0.475,Walk,Work,57.3,2032-07-15 14:56:36,FusionCell,0,0.4
9759,73902,Hydra Loop,30.35,76,3.742,HyperLoop,Work,66.7,2032-02-18 16:30:23,Wind,0,0.23
9760,33469,Quantum Bay,23.49,128,2.061,MagRail,Shopping,63.9,2032-11-28 05:13:43,Wind,0,0.59
9761,93050,AeroTech District,37.9,53,2.433,HyperLoop,Work,39.7,2032-04-05 00:21:18,Solar,0,0.92
9762,54940,AeroTech District,23.33,25,5.229,HoverCab,Work,57.0,2032-05-05 07:33:27,Solar,0,0.3
9763,55888,Hydra Loop,21.78,166,3.934,E-Bike,Delivery,62.3,2032-02-11 06:18:42,HydroGrid,0,0.59
9764,43797,AeroTech District,31.9,29,5.27,HyperLoop,Commute,72.4,2032-10-20 04:44:39,FusionCell,0,0.96
9765,73305,Solaris Sector,23.52,89,9.494,HyperLoop,Health,70.0,2032-10-03 16:44:25,HydroGrid,0,0.64
9766,25853,Solaris Sector,26.93,67,0.125,HyperLoop,Shopping,61.4,2032-11-02 13:53:50,Wind,0,0.39
9767,12251,Neon Habitat,27.33,79,0.093,Walk,Shopping,54.6,2032-12-18 08:57:50,FusionCell,0,0.96
9768,41078,Hydra Loop,35.5,85,0.865,E-Bike,Health,53.1,2032-10-20 09:44:57,Wind,0,0.13
9769,55465,Hydra Loop,26.26,61,0.215,HyperLoop,Leisure,66.7,2032-07-23 23:49:23,Wind,0,0.6
9770,83161,AeroTech District,32.06,168,0.603,MagRail,Work,67.5,2032-08-11 07:27:37,HydroGrid,0,0.52
9771,89532,AeroTech District,31.7,94,5.804,HoverCab,Delivery,60.7,2032-12-16 08:39:05,Solar,0,0.97
9772,85970,Neon Habitat,25.96,49,1.203,HyperLoop,Work,72.8,2032-01-07 15:26:54,Solar,0,0.56
9773,87643,AeroTech District,30.31,129,0.544,E-Bike,Commute,66.9,2032-06-02 17:17:45,FusionCell,0,0.45
9774,95207,Hydra Loop,25.54,138,7.433,E-Bike,Delivery,36.6,2032-09-24 01:59:48,HydroGrid,0,0.37
9775,87336,Solaris Sector,32.95,110,4.539,MagRail,Leisure,73.1,2032-07-18 15:37:12,HydroGrid,0,0.12
9776,18942,Quantum Bay,32.84,177,0.183,MagRail,Shopping,75.0,2032-05-08 16:04:50,FusionCell,0,0.18
9777,43002,Hydra Loop,30.26,102,2.003,HyperLoop,Work,55.6,2032-05-13 12:04:41,HydroGrid,0,0.15
9778,90319,Solaris Sector,26.06,111,7.524,E-Bike,Health,43.8,2032-05-06 00:01:58,Solar,0,0.17
9779,95643,Hydra Loop,34.55,141,6.211,Walk,Commute,50.1,2032-01-08 19:29:36,Solar,0,0.81
9780,29391,Neon Habitat,30.52,82,2.272,Walk,Shopping,67.4,2032-07-31 22:49:19,FusionCell,0,0.89
9781,95068,Hydra Loop,25.02,43,5.88,Walk,Health,61.7,2032-10-24 03:13:12,FusionCell,0,0.28
9782,43814,Solaris Sector,27.36,42,0.708,HyperLoop,Leisure,62.3,2032-03-07 08:34:37,Wind,0,0.44
9783,37970,Solaris Sector,32.47,106,4.162,MagRail,Leisure,67.0,2032-04-16 04:53:37,FusionCell,0,0.13
9784,32179,Quantum Bay,35.43,135,1.372,Walk,Work,77.1,2032-02-24 09:46:11,Wind,0,0.3
9785,50289,Solaris Sector,29.6,74,4.92,HyperLoop,Commute,64.9,2032-10-02 10:26:03,Solar,0,0.55
9786,42732,Quantum Bay,31.53,64,0.262,Walk,Shopping,63.3,2032-02-06 12:38:57,Solar,0,0.68
9787,30826,Neon Habitat,27.6,179,0.802,MagRail,Work,72.1,2032-05-09 22:16:39,HydroGrid,0,0.43
9788,78092,Neon Habitat,38.32,31,7.956,MagRail,Delivery,63.9,2032-03-30 02:10:01,FusionCell,0,0.23
9789,45422,AeroTech District,32.46,75,0.735,HoverCab,Commute,88.3,2032-02-03 02:25:43,FusionCell,0,0.42
9790,69523,Hydra Loop,25.55,96,0.287,MagRail,Work,102.8,2032-08-25 06:09:37,FusionCell,0,0.19
9791,23247,Quantum Bay,30.95,106,3.522,HoverCab,Health,71.9,2032-08-11 19:10:19,FusionCell,0,0.64
9792,73815,AeroTech District,25.96,160,1.664,HyperLoop,Health,64.5,2032-07-02 11:52:33,FusionCell,0,0.5
9793,35766,Solaris Sector,23.82,122,1.982,HyperLoop,Delivery,56.3,2032-02-08 08:03:55,Solar,0,0.82
9794,22723,Neon Habitat,28.92,34,0.207,Walk,Delivery,67.6,2032-07-27 12:41:45,HydroGrid,0,0.83
9795,10302,Solaris Sector,28.17,145,1.207,Walk,Shopping,59.9,2032-10-26 05:30:21,Solar,0,0.41
9796,96884,AeroTech District,32.29,74,6.439,E-Bike,Commute,52.2,2032-02-11 14:46:46,Solar,0,0.49
9797,94309,AeroTech District,29.08,40,2.043,MagRail,Work,51.8,2032-09-06 00:26:07,HydroGrid,0,0.68
9798,58483,Hydra Loop,35.94,20,7.549,MagRail,Work,77.2,2032-05-21 04:40:10,HydroGrid,0,0.35
9799,68631,Solaris Sector,33.51,51,5.414,Walk,Commute,55.1,2032-06-19 05:12:59,FusionCell,0,0.43
9800,53536,AeroTech District,29.46,178,4.071,Walk,Leisure,58.1,2032-11-02 03:02:14,HydroGrid,0,0.98
9801,58181,AeroTech District,30.96,128,1.125,HyperLoop,Leisure,59.0,2032-01-11 06:10:21,Solar,0,0.2
9802,50044,Solaris Sector,33.39,54,2.272,E-Bike,Commute,58.2,2032-01-23 09:31:52,Wind,1,0.17
9803,79272,Solaris Sector,29.89,78,2.914,HyperLoop,Health,62.1,2032-07-21 09:31:13,FusionCell,0,0.82
9804,51277,AeroTech District,37.02,61,3.346,HoverCab,Leisure,46.1,2032-08-21 22:19:27,FusionCell,0,0.81
9805,49779,AeroTech District,27.31,92,0.733,E-Bike,Health,55.0,2032-11-10 21:10:01,Solar,0,0.77
9806,46674,Hydra Loop,29.47,51,2.986,MagRail,Leisure,69.2,2032-11-03 20:35:18,HydroGrid,0,0.3
9807,46775,AeroTech District,22.43,49,0.952,HoverCab,Commute,67.8,2032-12-02 16:15:23,HydroGrid,0,0.82
9808,47192,Hydra Loop,30.94,80,8.423,Walk,Leisure,58.9,2032-10-25 12:01:28,Wind,1,0.92
9809,84647,Solaris Sector,38.23,40,3.736,E-Bike,Shopping,76.1,2032-11-14 08:49:13,Wind,0,0.72
9810,26612,AeroTech District,33.08,135,0.747,E-Bike,Commute,60.6,2032-03-22 23:20:30,Solar,0,0.15
9811,33039,AeroTech District,38.34,54,1.087,HoverCab,Commute,77.1,2032-11-22 14:31:03,HydroGrid,0,0.66
9812,31394,Neon Habitat,25.95,136,4.486,MagRail,Shopping,49.9,2032-06-24 23:35:58,Solar,1,0.73
9813,59822,Solaris Sector,36.29,100,5.964,Walk,Delivery,56.0,2032-01-20 22:17:04,FusionCell,0,0.44
9814,26829,Quantum Bay,25.32,85,0.656,E-Bike,Delivery,74.4,2032-12-08 03:44:42,Wind,0,0.19
9815,88420,AeroTech District,32.68,146,0.619,MagRail,Shopping,63.2,2032-08-14 14:21:08,Solar,0,0.89
9816,78811,Solaris Sector,30.92,103,0.019,Walk,Delivery,40.9,2032-09-05 18:43:07,Wind,0,0.71
9817,54870,Hydra Loop,26.53,78,3.641,Walk,Commute,56.9,2032-02-15 15:16:41,Wind,0,0.75
9818,63773,Quantum Bay,30.94,152,1.277,E-Bike,Shopping,41.2,2032-06-11 13:13:18,FusionCell,0,0.65
9819,90059,Hydra Loop,27.49,41,6.568,E-Bike,Commute,72.2,2032-05-04 21:13:44,FusionCell,0,0.81
9820,12623,Hydra Loop,30.1,91,3.679,MagRail,Health,73.0,2032-11-14 01:00:53,FusionCell,0,0.84
9821,71304,Solaris Sector,21.6,50,0.609,HyperLoop,Shopping,74.8,2032-11-17 00:18:51,Wind,0,0.91
9822,97709,Hydra Loop,34.11,173,0.647,HoverCab,Delivery,71.9,2032-10-16 13:46:25,Wind,0,0.88
9823,45433,Solaris Sector,31.99,61,5.144,Walk,Commute,68.1,2032-07-04 19:18:35,FusionCell,0,0.12
9824,12818,Quantum Bay,32.34,47,3.077,MagRail,Health,78.9,2032-02-01 06:56:39,FusionCell,0,0.91
9825,27373,Neon Habitat,31.57,146,5.342,HoverCab,Commute,72.4,2032-05-20 05:45:19,FusionCell,0,0.53
9826,16738,Neon Habitat,23.42,69,1.664,HoverCab,Shopping,69.3,2032-04-27 09:45:59,HydroGrid,0,0.77
9827,29018,Neon Habitat,31.76,178,4.382,MagRail,Shopping,66.8,2032-11-10 12:10:14,FusionCell,0,0.4
9828,58925,Quantum Bay,25.45,32,1.117,MagRail,Health,65.2,2032-12-18 14:23:33,FusionCell,0,0.48
9829,15905,AeroTech District,24.84,136,1.719,Walk,Health,63.8,2032-04-29 16:43:45,Solar,0,0.74
9830,84311,Quantum Bay,32.08,174,3.967,E-Bike,Commute,70.0,2032-12-07 00:58:02,Wind,0,0.44
9831,25993,Neon Habitat,23.68,77,1.104,E-Bike,Work,50.9,2032-11-29 19:23:04,Solar,0,0.7
9832,55250,Quantum Bay,33.16,99,1.958,MagRail,Commute,64.4,2032-10-03 04:43:08,FusionCell,0,0.97
9833,24250,Neon Habitat,25.85,133,1.538,HyperLoop,Commute,76.2,2032-02-17 02:01:08,HydroGrid,0,0.55
9834,87556,Hydra Loop,26.25,44,0.72,Walk,Health,59.0,2032-05-29 02:25:26,Wind,0,0.62
9835,43831,Quantum Bay,34.58,83,1.087,E-Bike,Commute,59.3,2032-09-10 18:26:10,FusionCell,0,0.79
9836,16033,Quantum Bay,27.75,155,1.805,HoverCab,Leisure,68.6,2032-05-04 20:31:32,HydroGrid,0,0.24
9837,76314,Hydra Loop,25.14,68,1.95,E-Bike,Leisure,55.5,2032-07-27 17:57:26,Solar,0,0.3
9838,50480,Neon Habitat,34.3,87,3.663,Walk,Delivery,69.9,2032-07-07 11:03:31,Wind,0,0.7
9839,57107,Solaris Sector,23.5,92,3.308,E-Bike,Health,67.5,2032-04-20 01:10:27,FusionCell,0,0.51
9840,36904,AeroTech District,28.83,28,1.318,HoverCab,Commute,77.7,2032-11-30 01:36:44,Solar,0,0.87
9841,84866,AeroTech District,30.77,54,2.282,Walk,Health,55.3,2032-06-15 04:48:24,HydroGrid,1,0.35
9842,26507,AeroTech District,32.07,106,8.895,HyperLoop,Work,59.3,2032-02-27 21:06:12,Solar,0,0.83
9843,16254,Quantum Bay,30.64,143,0.317,HyperLoop,Commute,75.8,2032-05-25 03:34:55,HydroGrid,0,0.32
9844,74502,Hydra Loop,30.48,89,0.498,MagRail,Delivery,46.9,2032-09-23 04:09:05,HydroGrid,0,0.38
9845,88244,AeroTech District,28.0,147,0.196,HyperLoop,Health,59.0,2032-10-25 18:55:47,Wind,0,0.33
9846,45877,Hydra Loop,37.78,160,1.518,HoverCab,Delivery,71.2,2032-07-13 16:13:22,Solar,0,0.72
9847,97934,Solaris Sector,32.98,172,0.254,E-Bike,Commute,77.9,2032-03-27 08:40:02,Wind,0,0.69
9848,71287,Quantum Bay,30.66,159,1.255,HoverCab,Work,57.6,2032-12-27 15:27:32,FusionCell,0,0.17
9849,63665,Solaris Sector,33.45,154,0.993,HoverCab,Work,62.3,2032-06-22 07:48:04,HydroGrid,0,0.27
9850,87619,Hydra Loop,33.58,133,4.006,HoverCab,Shopping,55.0,2032-06-01 06:44:58,HydroGrid,0,0.44
9851,43151,Neon Habitat,32.04,25,1.182,HyperLoop,Commute,76.2,2032-05-05 02:33:11,HydroGrid,0,0.43
9852,34513,Neon Habitat,29.96,154,0.311,HoverCab,Work,71.5,2032-07-31 20:48:52,FusionCell,0,0.4
9853,27832,AeroTech District,27.41,39,3.417,E-Bike,Leisure,70.8,2032-05-10 05:15:48,HydroGrid,0,0.97
9854,16761,Hydra Loop,28.66,24,0.698,E-Bike,Health,61.8,2032-02-13 00:04:38,HydroGrid,0,1.0
9855,62688,Hydra Loop,32.4,133,2.73,E-Bike,Health,55.0,2032-08-22 11:18:54,Solar,0,0.54
9856,91186,Hydra Loop,23.58,136,1.335,Walk,Commute,61.2,2032-11-27 15:16:32,Wind,0,0.24
9857,56728,Hydra Loop,26.75,99,2.695,Walk,Delivery,72.8,2032-03-08 04:04:11,HydroGrid,0,0.44
9858,18816,Neon Habitat,36.67,64,6.099,MagRail,Work,84.6,2032-01-26 05:44:14,Solar,0,0.83
9859,61084,Solaris Sector,31.6,130,0.613,HoverCab,Health,79.8,2032-09-18 20:01:53,Solar,0,0.49
9860,45858,Solaris Sector,30.46,149,2.162,E-Bike,Health,59.9,2032-01-25 21:31:12,HydroGrid,0,0.23
9861,81311,AeroTech District,31.64,22,2.615,E-Bike,Health,80.3,2032-07-22 05:42:05,Solar,0,0.42
9862,97934,Solaris Sector,25.38,69,0.187,Walk,Delivery,56.6,2032-02-10 07:59:07,Wind,0,0.38
9863,79939,Hydra Loop,27.05,99,0.036,Walk,Leisure,86.3,2032-09-19 14:26:33,Solar,0,0.14
9864,96064,AeroTech District,30.14,151,1.705,HyperLoop,Leisure,68.4,2032-03-21 11:10:09,Wind,0,0.3
9865,69140,Solaris Sector,27.13,50,0.068,E-Bike,Delivery,49.8,2032-02-29 04:41:51,Solar,0,0.71
9866,79006,Solaris Sector,29.85,37,0.196,HyperLoop,Delivery,69.2,2032-05-15 23:43:47,Wind,1,0.22
9867,73692,Hydra Loop,32.24,99,9.281,HoverCab,Commute,54.9,2032-08-22 06:04:56,Solar,0,0.21
9868,41293,Solaris Sector,30.48,106,5.112,HyperLoop,Delivery,63.8,2032-05-14 03:03:38,Wind,0,0.93
9869,84784,Quantum Bay,31.07,156,3.505,HyperLoop,Leisure,56.0,2032-05-02 08:00:08,HydroGrid,0,0.86
9870,46358,Quantum Bay,30.13,55,6.019,HoverCab,Work,49.6,2032-09-23 19:24:39,Wind,0,0.27
9871,67200,AeroTech District,28.54,44,1.87,E-Bike,Shopping,66.4,2032-05-02 21:44:14,HydroGrid,0,0.4
9872,54240,Hydra Loop,28.94,53,0.352,E-Bike,Leisure,64.6,2032-04-09 00:24:16,Wind,0,0.96
9873,29071,Quantum Bay,26.49,34,3.141,Walk,Work,56.3,2032-06-04 17:48:36,HydroGrid,0,0.72
9874,23351,Quantum Bay,29.81,138,0.604,HoverCab,Shopping,80.1,2032-08-26 20:01:50,FusionCell,0,0.91
9875,20226,AeroTech District,34.46,107,0.131,Walk,Leisure,72.5,2032-04-04 04:39:02,Wind,0,0.89
9876,78417,AeroTech District,26.66,43,0.121,HoverCab,Work,64.0,2032-02-27 13:27:16,FusionCell,0,0.43
9877,78431,AeroTech District,29.7,33,1.28,MagRail,Delivery,64.6,2032-08-13 15:54:53,Wind,0,0.45
9878,78442,Quantum Bay,21.28,154,0.589,HoverCab,Commute,47.2,2032-09-12 23:04:04,Solar,0,0.32
9879,93882,Quantum Bay,29.34,128,3.547,E-Bike,Leisure,78.7,2032-07-30 21:23:18,Solar,0,0.36
9880,94198,Hydra Loop,32.02,99,9.147,E-Bike,Commute,74.5,2032-05-20 22:06:09,Wind,0,0.85
9881,13180,Solaris Sector,23.39,156,1.51,E-Bike,Health,70.1,2032-03-22 15:20:25,HydroGrid,0,0.22
9882,11254,Quantum Bay,26.65,57,0.518,MagRail,Health,69.8,2032-08-08 08:43:29,HydroGrid,0,0.47
9883,41347,Hydra Loop,30.8,76,2.613,Walk,Work,47.1,2032-11-08 23:17:21,Wind,1,0.56
9884,15920,Quantum Bay,26.72,110,0.709,MagRail,Health,67.5,2032-09-15 09:17:59,Solar,0,0.93
9885,94010,Solaris Sector,30.34,32,1.011,E-Bike,Work,73.9,2032-03-22 18:31:56,Solar,0,0.12
9886,21988,Solaris Sector,26.21,118,0.273,E-Bike,Delivery,78.9,2032-07-17 17:15:49,FusionCell,0,0.86
9887,13379,AeroTech District,31.67,30,4.761,E-Bike,Leisure,71.0,2032-10-18 18:24:30,FusionCell,0,0.74
9888,45304,Quantum Bay,33.97,154,0.761,HyperLoop,Commute,74.6,2032-01-05 10:48:49,Wind,0,0.84
9889,11821,Solaris Sector,37.75,159,8.382,HoverCab,Delivery,51.9,2032-12-12 08:41:18,Solar,0,0.43
9890,66740,Hydra Loop,35.96,84,0.676,HyperLoop,Commute,64.8,2032-04-16 16:46:50,Wind,0,0.69
9891,89997,AeroTech District,28.95,178,0.652,MagRail,Delivery,48.8,2032-09-07 21:22:23,Solar,0,0.76
9892,59579,Neon Habitat,30.59,21,2.497,HoverCab,Delivery,55.9,2032-01-12 02:10:51,Wind,0,0.92
9893,10450,Quantum Bay,23.88,156,0.485,HyperLoop,Work,77.6,2032-02-24 18:18:13,HydroGrid,0,0.96
9894,64612,Quantum Bay,26.43,153,6.314,Walk,Commute,51.9,2032-03-13 14:11:12,Solar,0,0.66
9895,43023,AeroTech District,31.07,78,3.875,HyperLoop,Health,63.4,2032-02-03 15:47:13,Solar,0,0.9
